Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,373,0
01:00 - 02:00,376,0
02:00 - 03:00,403,0
03:00 - 04:00,389,0
04:00 - 05:00,397,0
05:00 - 06:00,372,0
06:00 - 07:00,372,0
07:00 - 08:00,382,0
08:00 - 09:00,369,0
09:00 - 10:00,247,0
10:00 - 11:00,201,0
11:00 - 12:00,129,0
12:00 - 13:00,19,0
13:00 - 14:00,22,0
14:00 - 15:00,115,0
15:00 - 16:00,189,0
16:00 - 17:00,311,0
17:00 - 18:00,487,0
18:00 - 19:00,480,0
19:00 - 20:00,455,0
20:00 - 21:00,545,0
21:00 - 22:00,485,0
22:00 - 23:00,464,0
23:00 - 00:00,310,0
