Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,245,0
01:00 - 02:00,269,0
02:00 - 03:00,239,0
03:00 - 04:00,211,0
04:00 - 05:00,236,0
05:00 - 06:00,252,0
06:00 - 07:00,291,0
07:00 - 08:00,377,0
08:00 - 09:00,541,0
09:00 - 10:00,535,0
10:00 - 11:00,367,0
11:00 - 12:00,325,0
12:00 - 13:00,342,0
13:00 - 14:00,392,0
14:00 - 15:00,530,0
15:00 - 16:00,564,0
16:00 - 17:00,636,0
17:00 - 18:00,815,0
18:00 - 19:00,1042,0
19:00 - 20:00,863,0
20:00 - 21:00,767,0
21:00 - 22:00,506,0
22:00 - 23:00,563,0
23:00 - 00:00,354,0
