Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,0,10
01:00 - 02:00,60,0
02:00 - 03:00,83,0
03:00 - 04:00,96,0
04:00 - 05:00,150,0
05:00 - 06:00,215,0
06:00 - 07:00,315,0
07:00 - 08:00,0,6
08:00 - 09:00,0,236
09:00 - 10:00,0,328
10:00 - 11:00,0,423
11:00 - 12:00,0,404
12:00 - 13:00,0,446
13:00 - 14:00,0,443
14:00 - 15:00,0,381
15:00 - 16:00,0,335
16:00 - 17:00,0,143
17:00 - 18:00,76,0
18:00 - 19:00,321,0
19:00 - 20:00,385,0
20:00 - 21:00,394,0
21:00 - 22:00,352,0
22:00 - 23:00,411,0
23:00 - 00:00,251,0
