Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,144
01:00 - 02:00,0,185
02:00 - 03:00,0,201
03:00 - 04:00,0,210
04:00 - 05:00,0,245
05:00 - 06:00,0,297
06:00 - 07:00,0,516
07:00 - 08:00,0,120
08:00 - 09:00,6,0
09:00 - 10:00,75,0
10:00 - 11:00,134,0
11:00 - 12:00,130,0
12:00 - 13:00,221,0
13:00 - 14:00,315,0
14:00 - 15:00,229,0
15:00 - 16:00,148,0
16:00 - 17:00,0,49
17:00 - 18:00,0,185
18:00 - 19:00,0,184
19:00 - 20:00,0,114
20:00 - 21:00,0,130
21:00 - 22:00,0,155
22:00 - 23:00,0,175
23:00 - 00:00,0,361
