Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,0,82
00:15 - 00:30,0,73
00:30 - 00:45,0,69
00:45 - 01:00,0,75
01:00 - 01:15,0,83
01:15 - 01:30,0,84
01:30 - 01:45,0,85
01:45 - 02:00,0,86
02:00 - 02:15,0,96
02:15 - 02:30,0,102
02:30 - 02:45,0,92
02:45 - 03:00,0,95
03:00 - 03:15,0,100
03:15 - 03:30,0,104
03:30 - 03:45,0,95
03:45 - 04:00,0,94
04:00 - 04:15,0,102
04:15 - 04:30,0,102
04:30 - 04:45,0,102
04:45 - 05:00,0,101
05:00 - 05:15,0,98
05:15 - 05:30,0,94
05:30 - 05:45,0,92
05:45 - 06:00,0,95
06:00 - 06:15,0,99
06:15 - 06:30,0,94
06:30 - 06:45,0,86
06:45 - 07:00,0,84
07:00 - 07:15,0,91
07:15 - 07:30,0,88
07:30 - 07:45,0,83
07:45 - 08:00,0,78
08:00 - 08:15,0,78
08:15 - 08:30,0,67
08:30 - 08:45,0,69
08:45 - 09:00,0,63
09:00 - 09:15,0,74
09:15 - 09:30,0,81
09:30 - 09:45,0,68
09:45 - 10:00,0,65
10:00 - 10:15,0,54
10:15 - 10:30,0,55
10:30 - 10:45,0,67
10:45 - 11:00,0,58
11:00 - 11:15,0,65
11:15 - 11:30,0,74
11:30 - 11:45,0,77
11:45 - 12:00,0,82
12:00 - 12:15,0,101
12:15 - 12:30,0,107
12:30 - 12:45,0,110
12:45 - 13:00,0,99
13:00 - 13:15,0,112
13:15 - 13:30,0,110
13:30 - 13:45,0,114
13:45 - 14:00,0,112
14:00 - 14:15,0,101
14:15 - 14:30,0,110
14:30 - 14:45,0,104
14:45 - 15:00,0,101
15:00 - 15:15,0,91
15:15 - 15:30,0,95
15:30 - 15:45,0,97
15:45 - 16:00,0,96
16:00 - 16:15,0,91
16:15 - 16:30,0,100
16:30 - 16:45,0,96
16:45 - 17:00,0,96
17:00 - 17:15,0,81
17:15 - 17:30,0,85
17:30 - 17:45,0,97
17:45 - 18:00,0,94
18:00 - 18:15,0,93
18:15 - 18:30,0,88
18:30 - 18:45,0,89
18:45 - 19:00,0,93
19:00 - 19:15,0,72
19:15 - 19:30,0,83
19:30 - 19:45,0,83
19:45 - 20:00,0,78
20:00 - 20:15,0,62
20:15 - 20:30,0,60
20:30 - 20:45,0,59
20:45 - 21:00,0,57
21:00 - 21:15,0,42
21:15 - 21:30,0,38
21:30 - 21:45,0,42
21:45 - 22:00,0,34
22:00 - 22:15,0,41
22:15 - 22:30,0,38
22:30 - 22:45,0,33
22:45 - 23:00,0,37
23:00 - 23:15,0,37
23:15 - 23:30,0,44
23:30 - 23:45,0,45
23:45 - 00:00,0,38
