Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,356,0
01:00 - 02:00,434,0
02:00 - 03:00,529,0
03:00 - 04:00,502,0
04:00 - 05:00,508,0
05:00 - 06:00,428,0
06:00 - 07:00,429,0
07:00 - 08:00,444,0
08:00 - 09:00,432,0
09:00 - 10:00,503,0
10:00 - 11:00,444,0
11:00 - 12:00,423,0
12:00 - 13:00,521,0
13:00 - 14:00,504,0
14:00 - 15:00,581,0
15:00 - 16:00,642,0
16:00 - 17:00,693,0
17:00 - 18:00,626,0
18:00 - 19:00,564,0
19:00 - 20:00,406,0
20:00 - 21:00,272,0
21:00 - 22:00,213,0
22:00 - 23:00,188,0
23:00 - 00:00,286,0
