Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0.0,45.0
01:00 - 02:00,0.0,101.0
02:00 - 03:00,0.0,139.0
03:00 - 04:00,0.0,119.0
04:00 - 05:00,0.0,92.0
05:00 - 06:00,0.0,96.0
06:00 - 07:00,0.0,109.0
07:00 - 08:00,42.0,0.0
08:00 - 09:00,87.0,0.0
09:00 - 10:00,0.0,97.0
10:00 - 11:00,0.0,214.0
11:00 - 12:00,0.0,229.0
12:00 - 13:00,0.0,349.0
13:00 - 14:00,0.0,274.0
14:00 - 15:00,,
15:00 - 16:00,0.0,175.0
16:00 - 17:00,0.0,16.0
17:00 - 18:00,26.0,0.0
18:00 - 19:00,185.0,0.0
19:00 - 20:00,284.0,0.0
20:00 - 21:00,121.0,0.0
21:00 - 22:00,123.0,0.0
22:00 - 23:00,255.0,0.0
23:00 - 00:00,124.0,0.0
