Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,56,0
01:00 - 02:00,82,0
02:00 - 03:00,96,0
03:00 - 04:00,71,0
04:00 - 05:00,14,0
05:00 - 06:00,27,0
06:00 - 07:00,64,0
07:00 - 08:00,0,18
08:00 - 09:00,0,31
09:00 - 10:00,37,0
10:00 - 11:00,15,0
11:00 - 12:00,0,28
12:00 - 13:00,27,0
13:00 - 14:00,74,0
14:00 - 15:00,25,0
15:00 - 16:00,78,0
16:00 - 17:00,56,0
17:00 - 18:00,160,0
18:00 - 19:00,90,0
19:00 - 20:00,30,0
20:00 - 21:00,156,0
21:00 - 22:00,141,0
22:00 - 23:00,0,3
23:00 - 00:00,0,183
