Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,378.0,0.0
01:00 - 02:00,402.0,0.0
02:00 - 03:00,451.0,0.0
03:00 - 04:00,470.0,0.0
04:00 - 05:00,422.0,0.0
05:00 - 06:00,446.0,0.0
06:00 - 07:00,478.0,0.0
07:00 - 08:00,397.0,0.0
08:00 - 09:00,250.0,0.0
09:00 - 10:00,84.0,0.0
10:00 - 11:00,125.0,0.0
11:00 - 12:00,163.0,0.0
12:00 - 13:00,121.0,0.0
13:00 - 14:00,128.0,0.0
14:00 - 15:00,156.0,0.0
15:00 - 16:00,231.0,0.0
16:00 - 17:00,223.0,0.0
17:00 - 18:00,478.0,0.0
18:00 - 19:00,536.0,0.0
19:00 - 20:00,415.0,0.0
20:00 - 21:00,,
21:00 - 22:00,523.0,0.0
22:00 - 23:00,454.0,0.0
23:00 - 00:00,371.0,0.0
