Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,169,0
00:15 - 00:30,115,0
00:30 - 00:45,152,0
00:45 - 01:00,183,0
01:00 - 01:15,214,0
01:15 - 01:30,161,0
01:30 - 01:45,121,0
01:45 - 02:00,142,0
02:00 - 02:15,225,0
02:15 - 02:30,218,0
02:30 - 02:45,291,0
02:45 - 03:00,228,0
03:00 - 03:15,243,0
03:15 - 03:30,242,0
03:30 - 03:45,264,0
03:45 - 04:00,181,0
04:00 - 04:15,201,0
04:15 - 04:30,179,0
04:30 - 04:45,234,0
04:45 - 05:00,230,0
05:00 - 05:15,244,0
05:15 - 05:30,178,0
05:30 - 05:45,193,0
05:45 - 06:00,268,0
06:00 - 06:15,258,0
06:15 - 06:30,283,0
06:30 - 06:45,217,0
06:45 - 07:00,334,0
07:00 - 07:15,216,0
07:15 - 07:30,126,0
07:30 - 07:45,173,0
07:45 - 08:00,170,0
08:00 - 08:15,152,0
08:15 - 08:30,118,0
08:30 - 08:45,104,0
08:45 - 09:00,86,0
09:00 - 09:15,87,0
09:15 - 09:30,86,0
09:30 - 09:45,61,0
09:45 - 10:00,47,0
10:00 - 10:15,159,0
10:15 - 10:30,137,0
10:30 - 10:45,130,0
10:45 - 11:00,129,0
11:00 - 11:15,198,0
11:15 - 11:30,169,0
11:30 - 11:45,228,0
11:45 - 12:00,176,0
12:00 - 12:15,155,0
12:15 - 12:30,169,0
12:30 - 12:45,190,0
12:45 - 13:00,180,0
13:00 - 13:15,195,0
13:15 - 13:30,199,0
13:30 - 13:45,206,0
13:45 - 14:00,143,0
14:00 - 14:15,223,0
14:15 - 14:30,198,0
14:30 - 14:45,203,0
14:45 - 15:00,251,0
15:00 - 15:15,308,0
15:15 - 15:30,279,0
15:30 - 15:45,254,0
15:45 - 16:00,240,0
16:00 - 16:15,230,0
16:15 - 16:30,222,0
16:30 - 16:45,157,0
16:45 - 17:00,210,0
17:00 - 17:15,351,0
17:15 - 17:30,336,0
17:30 - 17:45,335,0
17:45 - 18:00,347,0
18:00 - 18:15,302,0
18:15 - 18:30,301,0
18:30 - 18:45,343,0
18:45 - 19:00,335,0
19:00 - 19:15,183,0
19:15 - 19:30,170,0
19:30 - 19:45,188,0
19:45 - 20:00,244,0
20:00 - 20:15,280,0
20:15 - 20:30,263,0
20:30 - 20:45,260,0
20:45 - 21:00,253,0
21:00 - 21:15,242,0
21:15 - 21:30,236,0
21:30 - 21:45,223,0
21:45 - 22:00,208,0
22:00 - 22:15,173,0
22:15 - 22:30,194,0
22:30 - 22:45,216,0
22:45 - 23:00,105,0
23:00 - 23:15,190,0
23:15 - 23:30,163,0
23:30 - 23:45,146,0
23:45 - 00:00,124,0
