Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,164,0
01:00 - 02:00,196,0
02:00 - 03:00,205,0
03:00 - 04:00,288,0
04:00 - 05:00,266,0
05:00 - 06:00,298,0
06:00 - 07:00,404,0
07:00 - 08:00,536,0
08:00 - 09:00,438,0
09:00 - 10:00,332,0
10:00 - 11:00,329,0
11:00 - 12:00,304,0
12:00 - 13:00,346,0
13:00 - 14:00,444,0
14:00 - 15:00,417,0
15:00 - 16:00,418,0
16:00 - 17:00,439,0
17:00 - 18:00,592,0
18:00 - 19:00,495,0
19:00 - 20:00,317,0
20:00 - 21:00,305,0
21:00 - 22:00,315,0
22:00 - 23:00,291,0
23:00 - 00:00,222,0
