Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,191
01:00 - 02:00,0,268
02:00 - 03:00,0,330
03:00 - 04:00,0,317
04:00 - 05:00,0,324
05:00 - 06:00,0,278
06:00 - 07:00,0,284
07:00 - 08:00,0,233
08:00 - 09:00,0,33
09:00 - 10:00,0,0
10:00 - 11:00,0,0
11:00 - 12:00,0,0
12:00 - 13:00,0,0
13:00 - 14:00,0,0
14:00 - 15:00,0,0
15:00 - 16:00,0,0
16:00 - 17:00,0,0
17:00 - 18:00,0,0
18:00 - 19:00,0,135
19:00 - 20:00,85,0
20:00 - 21:00,6,0
21:00 - 22:00,0,5
22:00 - 23:00,12,0
23:00 - 00:00,0,8
