Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,238,0
01:00 - 02:00,244,0
02:00 - 03:00,285,0
03:00 - 04:00,297,0
04:00 - 05:00,322,0
05:00 - 06:00,356,0
06:00 - 07:00,391,0
07:00 - 08:00,491,0
08:00 - 09:00,422,0
09:00 - 10:00,467,0
10:00 - 11:00,317,0
11:00 - 12:00,350,0
12:00 - 13:00,395,0
13:00 - 14:00,705,0
14:00 - 15:00,839,0
15:00 - 16:00,808,0
16:00 - 17:00,956,0
17:00 - 18:00,846,0
18:00 - 19:00,851,0
19:00 - 20:00,792,0
20:00 - 21:00,667,0
21:00 - 22:00,570,0
22:00 - 23:00,533,0
23:00 - 00:00,503,0
