Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,73
01:00 - 02:00,0,475
02:00 - 03:00,0,509
03:00 - 04:00,0,511
04:00 - 05:00,0,530
05:00 - 06:00,0,623
06:00 - 07:00,0,643
07:00 - 08:00,0,522
08:00 - 09:00,0,249
09:00 - 10:00,0,230
10:00 - 11:00,0,362
11:00 - 12:00,0,124
12:00 - 13:00,0,426
13:00 - 14:00,0,556
14:00 - 15:00,0,501
15:00 - 16:00,0,398
16:00 - 17:00,0,314
17:00 - 18:00,0,336
18:00 - 19:00,0,210
19:00 - 20:00,0,138
20:00 - 21:00,170,0
21:00 - 22:00,87,0
22:00 - 23:00,0,30
23:00 - 00:00,1,0
