Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,28
01:00 - 02:00,0,136
02:00 - 03:00,0,150
03:00 - 04:00,0,151
04:00 - 05:00,0,126
05:00 - 06:00,0,93
06:00 - 07:00,0,117
07:00 - 08:00,0,87
08:00 - 09:00,0,83
09:00 - 10:00,0,91
10:00 - 11:00,0,92
11:00 - 12:00,0,324
12:00 - 13:00,0,378
13:00 - 14:00,0,421
14:00 - 15:00,0,407
15:00 - 16:00,0,387
16:00 - 17:00,0,385
17:00 - 18:00,0,360
18:00 - 19:00,0,261
19:00 - 20:00,0,142
20:00 - 21:00,0,30
21:00 - 22:00,0,42
22:00 - 23:00,0,45
23:00 - 00:00,0,137
