Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,443,0
01:00 - 02:00,482,0
02:00 - 03:00,538,0
03:00 - 04:00,572,0
04:00 - 05:00,555,0
05:00 - 06:00,553,0
06:00 - 07:00,592,0
07:00 - 08:00,507,0
08:00 - 09:00,510,0
09:00 - 10:00,587,0
10:00 - 11:00,561,0
11:00 - 12:00,644,0
12:00 - 13:00,787,0
13:00 - 14:00,794,0
14:00 - 15:00,763,0
15:00 - 16:00,815,0
16:00 - 17:00,823,0
17:00 - 18:00,745,0
18:00 - 19:00,595,0
19:00 - 20:00,542,0
20:00 - 21:00,437,0
21:00 - 22:00,415,0
22:00 - 23:00,401,0
23:00 - 00:00,419,0
