Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,300,0
01:00 - 02:00,85,0
02:00 - 03:00,46,0
03:00 - 04:00,94,0
04:00 - 05:00,120,0
05:00 - 06:00,181,0
06:00 - 07:00,253,0
07:00 - 08:00,281,0
08:00 - 09:00,206,0
09:00 - 10:00,185,0
10:00 - 11:00,187,0
11:00 - 12:00,185,0
12:00 - 13:00,219,0
13:00 - 14:00,257,0
14:00 - 15:00,242,0
15:00 - 16:00,254,0
16:00 - 17:00,305,0
17:00 - 18:00,387,0
18:00 - 19:00,471,0
19:00 - 20:00,426,0
20:00 - 21:00,202,0
21:00 - 22:00,233,0
22:00 - 23:00,250,0
23:00 - 00:00,316,0
