Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,322
01:00 - 02:00,0,307
02:00 - 03:00,0,306
03:00 - 04:00,0,303
04:00 - 05:00,0,292
05:00 - 06:00,0,282
06:00 - 07:00,0,349
07:00 - 08:00,0,345
08:00 - 09:00,0,217
09:00 - 10:00,0,253
10:00 - 11:00,0,308
11:00 - 12:00,0,368
12:00 - 13:00,0,370
13:00 - 14:00,0,382
14:00 - 15:00,0,444
15:00 - 16:00,0,520
16:00 - 17:00,0,344
17:00 - 18:00,0,342
18:00 - 19:00,0,335
19:00 - 20:00,0,300
20:00 - 21:00,0,341
21:00 - 22:00,0,324
22:00 - 23:00,0,330
23:00 - 00:00,0,320
