Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,304
01:00 - 02:00,0,344
02:00 - 03:00,0,320
03:00 - 04:00,0,279
04:00 - 05:00,0,274
05:00 - 06:00,0,273
06:00 - 07:00,0,253
07:00 - 08:00,0,255
08:00 - 09:00,0,202
09:00 - 10:00,0,157
10:00 - 11:00,0,72
11:00 - 12:00,0,240
12:00 - 13:00,0,264
13:00 - 14:00,0,321
14:00 - 15:00,0,292
15:00 - 16:00,0,351
16:00 - 17:00,0,287
17:00 - 18:00,0,240
18:00 - 19:00,0,222
19:00 - 20:00,0,273
20:00 - 21:00,0,274
21:00 - 22:00,0,217
22:00 - 23:00,0,223
23:00 - 00:00,0,227
