Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,773,0
01:00 - 02:00,730,0
02:00 - 03:00,767,0
03:00 - 04:00,796,0
04:00 - 05:00,868,0
05:00 - 06:00,790,0
06:00 - 07:00,824,0
07:00 - 08:00,724,0
08:00 - 09:00,626,0
09:00 - 10:00,599,0
10:00 - 11:00,574,0
11:00 - 12:00,612,0
12:00 - 13:00,657,0
13:00 - 14:00,593,0
14:00 - 15:00,570,0
15:00 - 16:00,646,0
16:00 - 17:00,741,0
17:00 - 18:00,883,0
18:00 - 19:00,733,0
19:00 - 20:00,692,0
20:00 - 21:00,630,0
21:00 - 22:00,587,0
22:00 - 23:00,598,0
23:00 - 00:00,458,0
