Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,381,0
00:15 - 00:30,363,0
00:30 - 00:45,348,0
00:45 - 01:00,327,0
01:00 - 01:15,278,0
01:15 - 01:30,299,0
01:30 - 01:45,220,0
01:45 - 02:00,227,0
02:00 - 02:15,295,0
02:15 - 02:30,256,0
02:30 - 02:45,259,0
02:45 - 03:00,231,0
03:00 - 03:15,231,0
03:15 - 03:30,183,0
03:30 - 03:45,255,0
03:45 - 04:00,225,0
04:00 - 04:15,225,0
04:15 - 04:30,238,0
04:30 - 04:45,177,0
04:45 - 05:00,240,0
05:00 - 05:15,287,0
05:15 - 05:30,197,0
05:30 - 05:45,259,0
05:45 - 06:00,241,0
06:00 - 06:15,233,0
06:15 - 06:30,236,0
06:30 - 06:45,220,0
06:45 - 07:00,225,0
07:00 - 07:15,162,0
07:15 - 07:30,192,0
07:30 - 07:45,163,0
07:45 - 08:00,159,0
08:00 - 08:15,171,0
08:15 - 08:30,155,0
08:30 - 08:45,121,0
08:45 - 09:00,112,0
09:00 - 09:15,141,0
09:15 - 09:30,178,0
09:30 - 09:45,0,0
09:45 - 10:00,0,0
10:00 - 10:15,0,0
10:15 - 10:30,0,0
10:30 - 10:45,0,0
10:45 - 11:00,0,0
11:00 - 11:15,0,0
11:15 - 11:30,0,0
11:30 - 11:45,0,0
11:45 - 12:00,0,0
12:00 - 12:15,0,0
12:15 - 12:30,0,0
12:30 - 12:45,0,0
12:45 - 13:00,0,0
13:00 - 13:15,0,0
13:15 - 13:30,0,0
13:30 - 13:45,0,0
13:45 - 14:00,0,0
14:00 - 14:15,0,0
14:15 - 14:30,0,0
14:30 - 14:45,0,0
14:45 - 15:00,0,0
15:00 - 15:15,0,0
15:15 - 15:30,0,0
15:30 - 15:45,0,0
15:45 - 16:00,0,0
16:00 - 16:15,0,0
16:15 - 16:30,0,0
16:30 - 16:45,0,0
16:45 - 17:00,0,0
17:00 - 17:15,0,0
17:15 - 17:30,0,0
17:30 - 17:45,0,0
17:45 - 18:00,0,0
18:00 - 18:15,0,0
18:15 - 18:30,0,0
18:30 - 18:45,0,0
18:45 - 19:00,0,0
19:00 - 19:15,0,0
19:15 - 19:30,0,0
19:30 - 19:45,0,0
19:45 - 20:00,0,0
20:00 - 20:15,0,0
20:15 - 20:30,0,0
20:30 - 20:45,0,0
20:45 - 21:00,0,0
21:00 - 21:15,0,0
21:15 - 21:30,0,0
21:30 - 21:45,0,0
21:45 - 22:00,0,0
22:00 - 22:15,0,0
22:15 - 22:30,0,0
22:30 - 22:45,0,0
22:45 - 23:00,0,0
23:00 - 23:15,0,0
23:15 - 23:30,0,0
23:30 - 23:45,0,0
23:45 - 00:00,0,0
