Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,620,0
01:00 - 02:00,610,0
02:00 - 03:00,558,0
03:00 - 04:00,592,0
04:00 - 05:00,595,0
05:00 - 06:00,538,0
06:00 - 07:00,443,0
07:00 - 08:00,355,0
08:00 - 09:00,238,0
09:00 - 10:00,164,0
10:00 - 11:00,115,0
11:00 - 12:00,200,0
12:00 - 13:00,222,0
13:00 - 14:00,244,0
14:00 - 15:00,319,0
15:00 - 16:00,389,0
16:00 - 17:00,435,0
17:00 - 18:00,481,0
18:00 - 19:00,510,0
19:00 - 20:00,561,0
20:00 - 21:00,607,0
21:00 - 22:00,618,0
22:00 - 23:00,612,0
23:00 - 00:00,575,0
