Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,429,0
00:15 - 00:30,378,0
00:30 - 00:45,416,0
00:45 - 01:00,412,0
01:00 - 01:15,352,0
01:15 - 01:30,356,0
01:30 - 01:45,325,0
01:45 - 02:00,299,0
02:00 - 02:15,272,0
02:15 - 02:30,275,0
02:30 - 02:45,321,0
02:45 - 03:00,315,0
03:00 - 03:15,328,0
03:15 - 03:30,344,0
03:30 - 03:45,294,0
03:45 - 04:00,340,0
04:00 - 04:15,291,0
04:15 - 04:30,313,0
04:30 - 04:45,303,0
04:45 - 05:00,259,0
05:00 - 05:15,271,0
05:15 - 05:30,275,0
05:30 - 05:45,286,0
05:45 - 06:00,253,0
06:00 - 06:15,236,0
06:15 - 06:30,160,0
06:30 - 06:45,215,0
06:45 - 07:00,138,0
07:00 - 07:15,120,0
07:15 - 07:30,136,0
07:30 - 07:45,212,0
07:45 - 08:00,170,0
08:00 - 08:15,150,0
08:15 - 08:30,111,0
08:30 - 08:45,47,0
08:45 - 09:00,0,0
09:00 - 09:15,84,0
09:15 - 09:30,124,0
09:30 - 09:45,67,0
09:45 - 10:00,45,0
10:00 - 10:15,7,0
10:15 - 10:30,31,0
10:30 - 10:45,11,0
10:45 - 11:00,42,0
11:00 - 11:15,138,0
11:15 - 11:30,143,0
11:30 - 11:45,137,0
11:45 - 12:00,88,0
12:00 - 12:15,128,0
12:15 - 12:30,152,0
12:30 - 12:45,141,0
12:45 - 13:00,184,0
13:00 - 13:15,188,0
13:15 - 13:30,201,0
13:30 - 13:45,199,0
13:45 - 14:00,214,0
14:00 - 14:15,239,0
14:15 - 14:30,247,0
14:30 - 14:45,276,0
14:45 - 15:00,218,0
15:00 - 15:15,281,0
15:15 - 15:30,272,0
15:30 - 15:45,268,0
15:45 - 16:00,253,0
16:00 - 16:15,309,0
16:15 - 16:30,280,0
16:30 - 16:45,312,0
16:45 - 17:00,284,0
17:00 - 17:15,272,0
17:15 - 17:30,311,0
17:30 - 17:45,327,0
17:45 - 18:00,283,0
18:00 - 18:15,290,0
18:15 - 18:30,316,0
18:30 - 18:45,338,0
18:45 - 19:00,316,0
19:00 - 19:15,229,0
19:15 - 19:30,252,0
19:30 - 19:45,222,0
19:45 - 20:00,243,0
20:00 - 20:15,218,0
20:15 - 20:30,275,0
20:30 - 20:45,276,0
20:45 - 21:00,320,0
21:00 - 21:15,278,0
21:15 - 21:30,273,0
21:30 - 21:45,260,0
21:45 - 22:00,206,0
22:00 - 22:15,312,0
22:15 - 22:30,286,0
22:30 - 22:45,294,0
22:45 - 23:00,271,0
23:00 - 23:15,356,0
23:15 - 23:30,213,0
23:30 - 23:45,264,0
23:45 - 00:00,256,0
