Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,769,0
01:00 - 02:00,713,0
02:00 - 03:00,810,0
03:00 - 04:00,827,0
04:00 - 05:00,846,0
05:00 - 06:00,845,0
06:00 - 07:00,778,0
07:00 - 08:00,736,0
08:00 - 09:00,811,0
09:00 - 10:00,809,0
10:00 - 11:00,769,0
11:00 - 12:00,780,0
12:00 - 13:00,809,0
13:00 - 14:00,808,0
14:00 - 15:00,900,0
15:00 - 16:00,915,0
16:00 - 17:00,717,0
17:00 - 18:00,644,0
18:00 - 19:00,570,0
19:00 - 20:00,532,0
20:00 - 21:00,370,0
21:00 - 22:00,338,0
22:00 - 23:00,356,0
23:00 - 00:00,393,0
