Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,107,0
00:15 - 00:30,136,0
00:30 - 00:45,91,0
00:45 - 01:00,154,0
01:00 - 01:15,80,0
01:15 - 01:30,13,0
01:30 - 01:45,0,4
01:45 - 02:00,97,0
02:00 - 02:15,137,0
02:15 - 02:30,206,0
02:30 - 02:45,102,0
02:45 - 03:00,185,0
03:00 - 03:15,177,0
03:15 - 03:30,111,0
03:30 - 03:45,161,0
03:45 - 04:00,85,0
04:00 - 04:15,142,0
04:15 - 04:30,150,0
04:30 - 04:45,159,0
04:45 - 05:00,160,0
05:00 - 05:15,128,0
05:15 - 05:30,140,0
05:30 - 05:45,163,0
05:45 - 06:00,147,0
06:00 - 06:15,113,0
06:15 - 06:30,109,0
06:30 - 06:45,129,0
06:45 - 07:00,85,0
07:00 - 07:15,50,0
07:15 - 07:30,63,0
07:30 - 07:45,40,0
07:45 - 08:00,71,0
08:00 - 08:15,105,0
08:15 - 08:30,92,0
08:30 - 08:45,118,0
08:45 - 09:00,47,0
09:00 - 09:15,190,0
09:15 - 09:30,99,0
09:30 - 09:45,138,0
09:45 - 10:00,95,0
10:00 - 10:15,141,0
10:15 - 10:30,135,0
10:30 - 10:45,124,0
10:45 - 11:00,143,0
11:00 - 11:15,175,0
11:15 - 11:30,114,0
11:30 - 11:45,127,0
11:45 - 12:00,35,0
12:00 - 12:15,158,0
12:15 - 12:30,158,0
12:30 - 12:45,281,0
12:45 - 13:00,281,0
13:00 - 13:15,322,0
13:15 - 13:30,350,0
13:30 - 13:45,397,0
13:45 - 14:00,282,0
14:00 - 14:15,405,0
14:15 - 14:30,337,0
14:30 - 14:45,334,0
14:45 - 15:00,268,0
15:00 - 15:15,360,0
15:15 - 15:30,264,0
15:30 - 15:45,246,0
15:45 - 16:00,160,0
16:00 - 16:15,213,0
16:15 - 16:30,205,0
16:30 - 16:45,266,0
16:45 - 17:00,165,0
17:00 - 17:15,202,0
17:15 - 17:30,220,0
17:30 - 17:45,216,0
17:45 - 18:00,207,0
18:00 - 18:15,133,0
18:15 - 18:30,203,0
18:30 - 18:45,203,0
18:45 - 19:00,176,0
19:00 - 19:15,111,0
19:15 - 19:30,74,0
19:30 - 19:45,114,0
19:45 - 20:00,92,0
20:00 - 20:15,0,47
20:15 - 20:30,14,0
20:30 - 20:45,5,0
20:45 - 21:00,5,0
21:00 - 21:15,0,16
21:15 - 21:30,0,23
21:30 - 21:45,0,7
21:45 - 22:00,0,53
22:00 - 22:15,22,0
22:15 - 22:30,0,18
22:30 - 22:45,0,44
22:45 - 23:00,0,8
23:00 - 23:15,62,0
23:15 - 23:30,35,0
23:30 - 23:45,35,0
23:45 - 00:00,76,0
