Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,0,177
01:00 - 02:00,0,150
02:00 - 03:00,0,108
03:00 - 04:00,0,110
04:00 - 05:00,0,98
05:00 - 06:00,0,63
06:00 - 07:00,0,51
07:00 - 08:00,0,108
08:00 - 09:00,0,29
09:00 - 10:00,26,0
10:00 - 11:00,4,0
11:00 - 12:00,19,0
12:00 - 13:00,0,24
13:00 - 14:00,31,0
14:00 - 15:00,81,0
15:00 - 16:00,151,0
16:00 - 17:00,67,0
17:00 - 18:00,143,0
18:00 - 19:00,39,0
19:00 - 20:00,0,89
20:00 - 21:00,0,160
21:00 - 22:00,0,153
22:00 - 23:00,0,50
23:00 - 00:00,0,92
