Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,150,0
01:00 - 02:00,60,0
02:00 - 03:00,35,0
03:00 - 04:00,0,28
04:00 - 05:00,0,39
05:00 - 06:00,0,77
06:00 - 07:00,0,190
07:00 - 08:00,0,145
08:00 - 09:00,0,334
09:00 - 10:00,0,419
10:00 - 11:00,0,490
11:00 - 12:00,0,549
12:00 - 13:00,0,563
13:00 - 14:00,0,591
14:00 - 15:00,0,557
15:00 - 16:00,0,510
16:00 - 17:00,0,350
17:00 - 18:00,0,68
18:00 - 19:00,20,0
19:00 - 20:00,44,0
20:00 - 21:00,24,0
21:00 - 22:00,0,0
22:00 - 23:00,0,26
23:00 - 00:00,0,290
