Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,646,0
01:00 - 02:00,634,0
02:00 - 03:00,668,0
03:00 - 04:00,672,0
04:00 - 05:00,682,0
05:00 - 06:00,662,0
06:00 - 07:00,588,0
07:00 - 08:00,540,0
08:00 - 09:00,488,0
09:00 - 10:00,526,0
10:00 - 11:00,583,0
11:00 - 12:00,557,0
12:00 - 13:00,554,0
13:00 - 14:00,541,0
14:00 - 15:00,0,0
15:00 - 16:00,0,0
16:00 - 17:00,0,0
17:00 - 18:00,0,0
18:00 - 19:00,0,0
19:00 - 20:00,0,0
20:00 - 21:00,0,0
21:00 - 22:00,215,0
22:00 - 23:00,555,0
23:00 - 00:00,469,0
