Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,391,0
01:00 - 02:00,432,0
02:00 - 03:00,417,0
03:00 - 04:00,426,0
04:00 - 05:00,415,0
05:00 - 06:00,410,0
06:00 - 07:00,393,0
07:00 - 08:00,346,0
08:00 - 09:00,335,0
09:00 - 10:00,358,0
10:00 - 11:00,339,0
11:00 - 12:00,292,0
12:00 - 13:00,335,0
13:00 - 14:00,373,0
14:00 - 15:00,489,0
15:00 - 16:00,648,0
16:00 - 17:00,664,0
17:00 - 18:00,759,0
18:00 - 19:00,805,0
19:00 - 20:00,774,0
20:00 - 21:00,723,0
21:00 - 22:00,700,0
22:00 - 23:00,767,0
23:00 - 00:00,824,0
