Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,536,0
01:00 - 02:00,601,0
02:00 - 03:00,589,0
03:00 - 04:00,624,0
04:00 - 05:00,643,0
05:00 - 06:00,616,0
06:00 - 07:00,651,0
07:00 - 08:00,658,0
08:00 - 09:00,657,0
09:00 - 10:00,682,0
10:00 - 11:00,787,0
11:00 - 12:00,882,0
12:00 - 13:00,943,0
13:00 - 14:00,985,0
14:00 - 15:00,1007,0
15:00 - 16:00,1060,0
16:00 - 17:00,987,0
17:00 - 18:00,988,0
18:00 - 19:00,879,0
19:00 - 20:00,770,0
20:00 - 21:00,640,0
21:00 - 22:00,604,0
22:00 - 23:00,567,0
23:00 - 00:00,664,0
