Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,404,0
01:00 - 02:00,286,0
02:00 - 03:00,225,0
03:00 - 04:00,231,0
04:00 - 05:00,274,0
05:00 - 06:00,205,0
06:00 - 07:00,281,0
07:00 - 08:00,337,0
08:00 - 09:00,385,0
09:00 - 10:00,427,0
10:00 - 11:00,423,0
11:00 - 12:00,451,0
12:00 - 13:00,436,0
13:00 - 14:00,394,0
14:00 - 15:00,417,0
15:00 - 16:00,460,0
16:00 - 17:00,458,0
17:00 - 18:00,388,0
18:00 - 19:00,382,0
19:00 - 20:00,313,0
20:00 - 21:00,280,0
21:00 - 22:00,207,0
22:00 - 23:00,208,0
23:00 - 00:00,185,0
