Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,0,144
00:15 - 00:30,0,122
00:30 - 00:45,0,108
00:45 - 01:00,0,171
01:00 - 01:15,0,145
01:15 - 01:30,0,133
01:30 - 01:45,0,131
01:45 - 02:00,0,124
02:00 - 02:15,0,112
02:15 - 02:30,0,126
02:30 - 02:45,0,153
02:45 - 03:00,0,106
03:00 - 03:15,0,125
03:15 - 03:30,0,125
03:30 - 03:45,0,94
03:45 - 04:00,0,93
04:00 - 04:15,0,88
04:15 - 04:30,0,101
04:30 - 04:45,0,90
04:45 - 05:00,0,141
05:00 - 05:15,0,135
05:15 - 05:30,0,108
05:30 - 05:45,0,100
05:45 - 06:00,0,113
06:00 - 06:15,0,72
06:15 - 06:30,0,75
06:30 - 06:45,0,69
06:45 - 07:00,0,77
07:00 - 07:15,0,79
07:15 - 07:30,0,107
07:30 - 07:45,0,85
07:45 - 08:00,0,41
08:00 - 08:15,0,57
08:15 - 08:30,0,93
08:30 - 08:45,0,130
08:45 - 09:00,0,137
09:00 - 09:15,0,100
09:15 - 09:30,0,74
09:30 - 09:45,0,24
09:45 - 10:00,0,37
10:00 - 10:15,9,0
10:15 - 10:30,0,5
10:30 - 10:45,0,48
10:45 - 11:00,0,113
11:00 - 11:15,0,71
11:15 - 11:30,0,84
11:30 - 11:45,0,74
11:45 - 12:00,0,83
12:00 - 12:15,0,101
12:15 - 12:30,0,87
12:30 - 12:45,0,44
12:45 - 13:00,0,66
13:00 - 13:15,0,118
13:15 - 13:30,0,14
13:30 - 13:45,0,16
13:45 - 14:00,0,28
14:00 - 14:15,0,51
14:15 - 14:30,0,53
14:30 - 14:45,0,52
14:45 - 15:00,0,71
15:00 - 15:15,0,89
15:15 - 15:30,0,26
15:30 - 15:45,0,23
15:45 - 16:00,0,96
16:00 - 16:15,0,115
16:15 - 16:30,0,71
16:30 - 16:45,0,69
16:45 - 17:00,0,72
17:00 - 17:15,0,67
17:15 - 17:30,0,26
17:30 - 17:45,0,39
17:45 - 18:00,0,37
18:00 - 18:15,0,0
18:15 - 18:30,22,0
18:30 - 18:45,0,35
18:45 - 19:00,0,46
19:00 - 19:15,0,43
19:15 - 19:30,0,41
19:30 - 19:45,0,88
19:45 - 20:00,0,76
20:00 - 20:15,0,51
20:15 - 20:30,0,71
20:30 - 20:45,0,47
20:45 - 21:00,0,0
21:00 - 21:15,0,45
21:15 - 21:30,0,24
21:30 - 21:45,0,27
21:45 - 22:00,0,36
22:00 - 22:15,0,77
22:15 - 22:30,0,99
22:30 - 22:45,0,125
22:45 - 23:00,0,98
23:00 - 23:15,0,88
23:15 - 23:30,0,131
23:30 - 23:45,0,128
23:45 - 00:00,0,84
