Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0.0,97.0
01:00 - 02:00,0.0,109.0
02:00 - 03:00,0.0,140.0
03:00 - 04:00,0.0,185.0
04:00 - 05:00,0.0,193.0
05:00 - 06:00,0.0,216.0
06:00 - 07:00,0.0,128.0
07:00 - 08:00,0.0,65.0
08:00 - 09:00,0.0,176.0
09:00 - 10:00,0.0,150.0
10:00 - 11:00,0.0,227.0
11:00 - 12:00,0.0,396.0
12:00 - 13:00,0.0,571.0
13:00 - 14:00,0.0,620.0
14:00 - 15:00,,
15:00 - 16:00,0.0,455.0
16:00 - 17:00,0.0,491.0
17:00 - 18:00,0.0,249.0
18:00 - 19:00,0.0,112.0
19:00 - 20:00,0.0,85.0
20:00 - 21:00,0.0,35.0
21:00 - 22:00,0.0,30.0
22:00 - 23:00,0.0,38.0
23:00 - 00:00,0.0,130.0
