Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,235
01:00 - 02:00,0,243
02:00 - 03:00,0,343
03:00 - 04:00,0,386
04:00 - 05:00,0,390
05:00 - 06:00,0,362
06:00 - 07:00,0,265
07:00 - 08:00,0,187
08:00 - 09:00,0,61
09:00 - 10:00,0,9
10:00 - 11:00,0,119
11:00 - 12:00,0,328
12:00 - 13:00,0,371
13:00 - 14:00,0,417
14:00 - 15:00,0,436
15:00 - 16:00,0,386
16:00 - 17:00,0,296
17:00 - 18:00,0,124
18:00 - 19:00,0,126
19:00 - 20:00,0,109
20:00 - 21:00,0,222
21:00 - 22:00,0,203
22:00 - 23:00,0,163
23:00 - 00:00,0,138
