Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,411,0
01:00 - 02:00,465,0
02:00 - 03:00,559,0
03:00 - 04:00,503,0
04:00 - 05:00,486,0
05:00 - 06:00,531,0
06:00 - 07:00,688,0
07:00 - 08:00,314,0
08:00 - 09:00,203,0
09:00 - 10:00,62,0
10:00 - 11:00,0,43
11:00 - 12:00,46,0
12:00 - 13:00,84,0
13:00 - 14:00,192,0
14:00 - 15:00,364,0
15:00 - 16:00,598,0
16:00 - 17:00,872,0
17:00 - 18:00,960,0
18:00 - 19:00,956,0
19:00 - 20:00,1011,0
20:00 - 21:00,937,0
21:00 - 22:00,849,0
22:00 - 23:00,866,0
23:00 - 00:00,855,0
