Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,56,0
01:00 - 02:00,3,0
02:00 - 03:00,32,0
03:00 - 04:00,32,0
04:00 - 05:00,140,0
05:00 - 06:00,220,0
06:00 - 07:00,182,0
07:00 - 08:00,267,0
08:00 - 09:00,338,0
09:00 - 10:00,327,0
10:00 - 11:00,409,0
11:00 - 12:00,627,0
12:00 - 13:00,636,0
13:00 - 14:00,592,0
14:00 - 15:00,610,0
15:00 - 16:00,616,0
16:00 - 17:00,677,0
17:00 - 18:00,631,0
18:00 - 19:00,662,0
19:00 - 20:00,559,0
20:00 - 21:00,500,0
21:00 - 22:00,455,0
22:00 - 23:00,385,0
23:00 - 00:00,261,0
