Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,297,0
01:00 - 02:00,394,0
02:00 - 03:00,443,0
03:00 - 04:00,448,0
04:00 - 05:00,464,0
05:00 - 06:00,439,0
06:00 - 07:00,407,0
07:00 - 08:00,292,0
08:00 - 09:00,334,0
09:00 - 10:00,356,0
10:00 - 11:00,344,0
11:00 - 12:00,426,0
12:00 - 13:00,401,0
13:00 - 14:00,352,0
14:00 - 15:00,318,0
15:00 - 16:00,286,0
16:00 - 17:00,362,0
17:00 - 18:00,300,0
18:00 - 19:00,125,0
19:00 - 20:00,130,0
20:00 - 21:00,68,0
21:00 - 22:00,39,0
22:00 - 23:00,112,0
23:00 - 00:00,44,0
