Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,76,0
00:15 - 00:30,41,0
00:30 - 00:45,47,0
00:45 - 01:00,83,0
01:00 - 01:15,78,0
01:15 - 01:30,65,0
01:30 - 01:45,77,0
01:45 - 02:00,47,0
02:00 - 02:15,116,0
02:15 - 02:30,104,0
02:30 - 02:45,98,0
02:45 - 03:00,139,0
03:00 - 03:15,96,0
03:15 - 03:30,75,0
03:30 - 03:45,87,0
03:45 - 04:00,102,0
04:00 - 04:15,137,0
04:15 - 04:30,115,0
04:30 - 04:45,110,0
04:45 - 05:00,93,0
05:00 - 05:15,89,0
05:15 - 05:30,113,0
05:30 - 05:45,106,0
05:45 - 06:00,88,0
06:00 - 06:15,74,0
06:15 - 06:30,107,0
06:30 - 06:45,159,0
06:45 - 07:00,112,0
07:00 - 07:15,0,0
07:15 - 07:30,11,0
07:30 - 07:45,12,0
07:45 - 08:00,39,0
08:00 - 08:15,88,0
08:15 - 08:30,102,0
08:30 - 08:45,96,0
08:45 - 09:00,94,0
09:00 - 09:15,213,0
09:15 - 09:30,147,0
09:30 - 09:45,152,0
09:45 - 10:00,155,0
10:00 - 10:15,275,0
10:15 - 10:30,256,0
10:30 - 10:45,252,0
10:45 - 11:00,228,0
11:00 - 11:15,393,0
11:15 - 11:30,317,0
11:30 - 11:45,382,0
11:45 - 12:00,370,0
12:00 - 12:15,386,0
12:15 - 12:30,389,0
12:30 - 12:45,356,0
12:45 - 13:00,352,0
13:00 - 13:15,276,0
13:15 - 13:30,260,0
13:30 - 13:45,299,0
13:45 - 14:00,287,0
14:00 - 14:15,289,0
14:15 - 14:30,283,0
14:30 - 14:45,254,0
14:45 - 15:00,253,0
15:00 - 15:15,248,0
15:15 - 15:30,231,0
15:30 - 15:45,250,0
15:45 - 16:00,328,0
16:00 - 16:15,366,0
16:15 - 16:30,369,0
16:30 - 16:45,393,0
16:45 - 17:00,432,0
17:00 - 17:15,350,0
17:15 - 17:30,346,0
17:30 - 17:45,338,0
17:45 - 18:00,335,0
18:00 - 18:15,152,0
18:15 - 18:30,267,0
18:30 - 18:45,286,0
18:45 - 19:00,243,0
19:00 - 19:15,158,0
19:15 - 19:30,191,0
19:30 - 19:45,140,0
19:45 - 20:00,142,0
20:00 - 20:15,109,0
20:15 - 20:30,120,0
20:30 - 20:45,115,0
20:45 - 21:00,92,0
21:00 - 21:15,112,0
21:15 - 21:30,108,0
21:30 - 21:45,114,0
21:45 - 22:00,155,0
22:00 - 22:15,182,0
22:15 - 22:30,132,0
22:30 - 22:45,117,0
22:45 - 23:00,69,0
23:00 - 23:15,118,0
23:15 - 23:30,126,0
23:30 - 23:45,100,0
23:45 - 00:00,270,0
