Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,443
01:00 - 02:00,0,591
02:00 - 03:00,0,592
03:00 - 04:00,0,553
04:00 - 05:00,0,521
05:00 - 06:00,0,508
06:00 - 07:00,0,497
07:00 - 08:00,0,479
08:00 - 09:00,0,457
09:00 - 10:00,0,351
10:00 - 11:00,0,358
11:00 - 12:00,0,340
12:00 - 13:00,0,310
13:00 - 14:00,0,261
14:00 - 15:00,0,390
15:00 - 16:00,0,439
16:00 - 17:00,0,510
17:00 - 18:00,0,499
18:00 - 19:00,0,349
19:00 - 20:00,0,391
20:00 - 21:00,0,386
21:00 - 22:00,0,350
22:00 - 23:00,0,356
23:00 - 00:00,0,416
