Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,561,0
01:00 - 02:00,634,0
02:00 - 03:00,627,0
03:00 - 04:00,557,0
04:00 - 05:00,595,0
05:00 - 06:00,670,0
06:00 - 07:00,808,0
07:00 - 08:00,787,0
08:00 - 09:00,749,0
09:00 - 10:00,610,0
10:00 - 11:00,467,0
11:00 - 12:00,739,0
12:00 - 13:00,604,0
13:00 - 14:00,737,0
14:00 - 15:00,915,0
15:00 - 16:00,1031,0
16:00 - 17:00,1106,0
17:00 - 18:00,1081,0
18:00 - 19:00,1070,0
19:00 - 20:00,988,0
20:00 - 21:00,852,0
21:00 - 22:00,798,0
22:00 - 23:00,662,0
23:00 - 00:00,672,0
