Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,0,41
00:15 - 00:30,0,46
00:30 - 00:45,0,37
00:45 - 01:00,0,45
01:00 - 01:15,0,65
01:15 - 01:30,0,74
01:30 - 01:45,0,69
01:45 - 02:00,0,68
02:00 - 02:15,0,85
02:15 - 02:30,0,78
02:30 - 02:45,0,76
02:45 - 03:00,0,78
03:00 - 03:15,0,79
03:15 - 03:30,0,76
03:30 - 03:45,0,77
03:45 - 04:00,0,76
04:00 - 04:15,0,76
04:15 - 04:30,0,77
04:30 - 04:45,0,72
04:45 - 05:00,0,79
05:00 - 05:15,0,85
05:15 - 05:30,0,81
05:30 - 05:45,0,87
05:45 - 06:00,0,83
06:00 - 06:15,0,80
06:15 - 06:30,0,76
06:30 - 06:45,0,75
06:45 - 07:00,0,79
07:00 - 07:15,0,61
07:15 - 07:30,0,51
07:30 - 07:45,0,46
07:45 - 08:00,0,46
08:00 - 08:15,0,58
08:15 - 08:30,0,55
08:30 - 08:45,0,55
08:45 - 09:00,0,52
09:00 - 09:15,0,63
09:15 - 09:30,0,73
09:30 - 09:45,0,70
09:45 - 10:00,0,53
10:00 - 10:15,0,75
10:15 - 10:30,0,80
10:30 - 10:45,0,84
10:45 - 11:00,0,82
11:00 - 11:15,0,87
11:15 - 11:30,0,76
11:30 - 11:45,0,73
11:45 - 12:00,0,71
12:00 - 12:15,0,73
12:15 - 12:30,0,81
12:30 - 12:45,0,76
12:45 - 13:00,0,83
13:00 - 13:15,0,95
13:15 - 13:30,0,93
13:30 - 13:45,0,93
13:45 - 14:00,0,91
14:00 - 14:15,0,94
14:15 - 14:30,0,96
14:30 - 14:45,0,95
14:45 - 15:00,0,92
15:00 - 15:15,0,76
15:15 - 15:30,0,85
15:30 - 15:45,0,87
15:45 - 16:00,0,88
16:00 - 16:15,0,87
16:15 - 16:30,0,89
16:30 - 16:45,0,91
16:45 - 17:00,0,95
17:00 - 17:15,0,80
17:15 - 17:30,0,98
17:30 - 17:45,0,91
17:45 - 18:00,0,93
18:00 - 18:15,0,80
18:15 - 18:30,0,62
18:30 - 18:45,0,64
18:45 - 19:00,0,69
19:00 - 19:15,0,39
19:15 - 19:30,0,40
19:30 - 19:45,0,44
19:45 - 20:00,0,41
20:00 - 20:15,0,34
20:15 - 20:30,0,35
20:30 - 20:45,0,30
20:45 - 21:00,0,27
21:00 - 21:15,0,26
21:15 - 21:30,0,30
21:30 - 21:45,0,25
21:45 - 22:00,0,27
22:00 - 22:15,0,29
22:15 - 22:30,0,23
22:30 - 22:45,0,23
22:45 - 23:00,0,20
23:00 - 23:15,0,53
23:15 - 23:30,0,46
23:30 - 23:45,0,46
23:45 - 00:00,0,44
