Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,453.0,0.0
01:00 - 02:00,626.0,0.0
02:00 - 03:00,,
03:00 - 04:00,,
04:00 - 05:00,649.0,0.0
05:00 - 06:00,700.0,0.0
06:00 - 07:00,664.0,0.0
07:00 - 08:00,446.0,0.0
08:00 - 09:00,405.0,0.0
09:00 - 10:00,421.0,0.0
10:00 - 11:00,509.0,0.0
11:00 - 12:00,460.0,0.0
12:00 - 13:00,366.0,0.0
13:00 - 14:00,457.0,0.0
14:00 - 15:00,526.0,0.0
15:00 - 16:00,500.0,0.0
16:00 - 17:00,605.0,0.0
17:00 - 18:00,677.0,0.0
18:00 - 19:00,551.0,0.0
19:00 - 20:00,460.0,0.0
20:00 - 21:00,474.0,0.0
21:00 - 22:00,473.0,0.0
22:00 - 23:00,441.0,0.0
23:00 - 00:00,476.0,0.0
