Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,334,0
00:15 - 00:30,258,0
00:30 - 00:45,225,0
00:45 - 01:00,238,0
01:00 - 01:15,164,0
01:15 - 01:30,195,0
01:30 - 01:45,209,0
01:45 - 02:00,178,0
02:00 - 02:15,336,0
02:15 - 02:30,270,0
02:30 - 02:45,239,0
02:45 - 03:00,226,0
03:00 - 03:15,388,0
03:15 - 03:30,362,0
03:30 - 03:45,305,0
03:45 - 04:00,306,0
04:00 - 04:15,305,0
04:15 - 04:30,276,0
04:30 - 04:45,304,0
04:45 - 05:00,304,0
05:00 - 05:15,279,0
05:15 - 05:30,269,0
05:30 - 05:45,294,0
05:45 - 06:00,252,0
06:00 - 06:15,287,0
06:15 - 06:30,300,0
06:30 - 06:45,320,0
06:45 - 07:00,185,0
07:00 - 07:15,146,0
07:15 - 07:30,134,0
07:30 - 07:45,150,0
07:45 - 08:00,132,0
08:00 - 08:15,170,0
08:15 - 08:30,101,0
08:30 - 08:45,86,0
08:45 - 09:00,57,0
09:00 - 09:15,155,0
09:15 - 09:30,141,0
09:30 - 09:45,160,0
09:45 - 10:00,91,0
10:00 - 10:15,305,0
10:15 - 10:30,307,0
10:30 - 10:45,281,0
10:45 - 11:00,267,0
11:00 - 11:15,253,0
11:15 - 11:30,257,0
11:30 - 11:45,329,0
11:45 - 12:00,276,0
12:00 - 12:15,364,0
12:15 - 12:30,245,0
12:30 - 12:45,265,0
12:45 - 13:00,287,0
13:00 - 13:15,374,0
13:15 - 13:30,375,0
13:30 - 13:45,357,0
13:45 - 14:00,325,0
14:00 - 14:15,416,0
14:15 - 14:30,362,0
14:30 - 14:45,409,0
14:45 - 15:00,400,0
15:00 - 15:15,433,0
15:15 - 15:30,499,0
15:30 - 15:45,474,0
15:45 - 16:00,460,0
16:00 - 16:15,458,0
16:15 - 16:30,464,0
16:30 - 16:45,468,0
16:45 - 17:00,356,0
17:00 - 17:15,342,0
17:15 - 17:30,326,0
17:30 - 17:45,336,0
17:45 - 18:00,336,0
18:00 - 18:15,285,0
18:15 - 18:30,526,0
18:30 - 18:45,507,0
18:45 - 19:00,280,0
19:00 - 19:15,60,0
19:15 - 19:30,99,0
19:30 - 19:45,150,0
19:45 - 20:00,174,0
20:00 - 20:15,125,0
20:15 - 20:30,117,0
20:30 - 20:45,84,0
20:45 - 21:00,132,0
21:00 - 21:15,133,0
21:15 - 21:30,112,0
21:30 - 21:45,92,0
21:45 - 22:00,32,0
22:00 - 22:15,13,0
22:15 - 22:30,0,16
22:30 - 22:45,0,42
22:45 - 23:00,0,61
23:00 - 23:15,5,0
23:15 - 23:30,0,75
23:30 - 23:45,0,49
23:45 - 00:00,0,0
