Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,736,0
01:00 - 02:00,580,0
02:00 - 03:00,713,0
03:00 - 04:00,765,0
04:00 - 05:00,726,0
05:00 - 06:00,772,0
06:00 - 07:00,846,0
07:00 - 08:00,743,0
08:00 - 09:00,631,0
09:00 - 10:00,686,0
10:00 - 11:00,716,0
11:00 - 12:00,665,0
12:00 - 13:00,636,0
13:00 - 14:00,696,0
14:00 - 15:00,601,0
15:00 - 16:00,730,0
16:00 - 17:00,807,0
17:00 - 18:00,813,0
18:00 - 19:00,754,0
19:00 - 20:00,701,0
20:00 - 21:00,605,0
21:00 - 22:00,640,0
22:00 - 23:00,558,0
23:00 - 00:00,565,0
