Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,503,0
01:00 - 02:00,556,0
02:00 - 03:00,612,0
03:00 - 04:00,591,0
04:00 - 05:00,593,0
05:00 - 06:00,551,0
06:00 - 07:00,634,0
07:00 - 08:00,668,0
08:00 - 09:00,658,0
09:00 - 10:00,769,0
10:00 - 11:00,729,0
11:00 - 12:00,850,0
12:00 - 13:00,908,0
13:00 - 14:00,1028,0
14:00 - 15:00,978,0
15:00 - 16:00,959,0
16:00 - 17:00,1013,0
17:00 - 18:00,1008,0
18:00 - 19:00,935,0
19:00 - 20:00,746,0
20:00 - 21:00,741,0
21:00 - 22:00,692,0
22:00 - 23:00,667,0
23:00 - 00:00,605,0
