Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,284,0
00:15 - 00:30,298,0
00:30 - 00:45,265,0
00:45 - 01:00,295,0
01:00 - 01:15,270,0
01:15 - 01:30,191,0
01:30 - 01:45,249,0
01:45 - 02:00,186,0
02:00 - 02:15,267,0
02:15 - 02:30,265,0
02:30 - 02:45,240,0
02:45 - 03:00,248,0
03:00 - 03:15,247,0
03:15 - 03:30,198,0
03:30 - 03:45,164,0
03:45 - 04:00,205,0
04:00 - 04:15,197,0
04:15 - 04:30,219,0
04:30 - 04:45,172,0
04:45 - 05:00,169,0
05:00 - 05:15,144,0
05:15 - 05:30,125,0
05:30 - 05:45,221,0
05:45 - 06:00,165,0
06:00 - 06:15,142,0
06:15 - 06:30,153,0
06:30 - 06:45,200,0
06:45 - 07:00,154,0
07:00 - 07:15,183,0
07:15 - 07:30,145,0
07:30 - 07:45,164,0
07:45 - 08:00,92,0
08:00 - 08:15,82,0
08:15 - 08:30,50,0
08:30 - 08:45,17,0
08:45 - 09:00,45,0
09:00 - 09:15,48,0
09:15 - 09:30,29,0
09:30 - 09:45,7,0
09:45 - 10:00,0,19
10:00 - 10:15,63,0
10:15 - 10:30,67,0
10:30 - 10:45,9,0
10:45 - 11:00,6,0
11:00 - 11:15,114,0
11:15 - 11:30,64,0
11:30 - 11:45,117,0
11:45 - 12:00,93,0
12:00 - 12:15,155,0
12:15 - 12:30,133,0
12:30 - 12:45,120,0
12:45 - 13:00,116,0
13:00 - 13:15,176,0
13:15 - 13:30,230,0
13:30 - 13:45,201,0
13:45 - 14:00,235,0
14:00 - 14:15,214,0
14:15 - 14:30,198,0
14:30 - 14:45,264,0
14:45 - 15:00,225,0
15:00 - 15:15,206,0
15:15 - 15:30,212,0
15:30 - 15:45,250,0
15:45 - 16:00,272,0
16:00 - 16:15,280,0
16:15 - 16:30,340,0
16:30 - 16:45,306,0
16:45 - 17:00,256,0
17:00 - 17:15,142,0
17:15 - 17:30,214,0
17:30 - 17:45,224,0
17:45 - 18:00,303,0
18:00 - 18:15,210,0
18:15 - 18:30,178,0
18:30 - 18:45,242,0
18:45 - 19:00,203,0
19:00 - 19:15,198,0
19:15 - 19:30,227,0
19:30 - 19:45,242,0
19:45 - 20:00,204,0
20:00 - 20:15,229,0
20:15 - 20:30,241,0
20:30 - 20:45,213,0
20:45 - 21:00,209,0
21:00 - 21:15,270,0
21:15 - 21:30,241,0
21:30 - 21:45,231,0
21:45 - 22:00,206,0
22:00 - 22:15,322,0
22:15 - 22:30,287,0
22:30 - 22:45,257,0
22:45 - 23:00,188,0
23:00 - 23:15,346,0
23:15 - 23:30,349,0
23:30 - 23:45,330,0
23:45 - 00:00,310,0
