Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,684.0,0.0
01:00 - 02:00,622.0,0.0
02:00 - 03:00,631.0,0.0
03:00 - 04:00,560.0,0.0
04:00 - 05:00,511.0,0.0
05:00 - 06:00,513.0,0.0
06:00 - 07:00,464.0,0.0
07:00 - 08:00,461.0,0.0
08:00 - 09:00,272.0,0.0
09:00 - 10:00,109.0,0.0
10:00 - 11:00,0.0,12.0
11:00 - 12:00,0.0,39.0
12:00 - 13:00,0.0,2.0
13:00 - 14:00,118.0,0.0
14:00 - 15:00,230.0,0.0
15:00 - 16:00,311.0,0.0
16:00 - 17:00,514.0,0.0
17:00 - 18:00,526.0,0.0
18:00 - 19:00,,
19:00 - 20:00,,
20:00 - 21:00,,
21:00 - 22:00,,
22:00 - 23:00,,
23:00 - 00:00,,
