Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,161,0
00:15 - 00:30,87,0
00:30 - 00:45,112,0
00:45 - 01:00,48,0
01:00 - 01:15,95,0
01:15 - 01:30,115,0
01:30 - 01:45,104,0
01:45 - 02:00,140,0
02:00 - 02:15,113,0
02:15 - 02:30,68,0
02:30 - 02:45,45,0
02:45 - 03:00,72,0
03:00 - 03:15,53,0
03:15 - 03:30,99,0
03:30 - 03:45,111,0
03:45 - 04:00,86,0
04:00 - 04:15,127,0
04:15 - 04:30,111,0
04:30 - 04:45,139,0
04:45 - 05:00,121,0
05:00 - 05:15,135,0
05:15 - 05:30,99,0
05:30 - 05:45,100,0
05:45 - 06:00,94,0
06:00 - 06:15,109,0
06:15 - 06:30,124,0
06:30 - 06:45,121,0
06:45 - 07:00,100,0
07:00 - 07:15,109,0
07:15 - 07:30,62,0
07:30 - 07:45,123,0
07:45 - 08:00,98,0
08:00 - 08:15,162,0
08:15 - 08:30,126,0
08:30 - 08:45,76,0
08:45 - 09:00,139,0
09:00 - 09:15,119,0
09:15 - 09:30,88,0
09:30 - 09:45,73,0
09:45 - 10:00,74,0
10:00 - 10:15,202,0
10:15 - 10:30,118,0
10:30 - 10:45,148,0
10:45 - 11:00,194,0
11:00 - 11:15,180,0
11:15 - 11:30,180,0
11:30 - 11:45,203,0
11:45 - 12:00,143,0
12:00 - 12:15,182,0
12:15 - 12:30,175,0
12:30 - 12:45,220,0
12:45 - 13:00,208,0
13:00 - 13:15,221,0
13:15 - 13:30,196,0
13:30 - 13:45,209,0
13:45 - 14:00,232,0
14:00 - 14:15,153,0
14:15 - 14:30,189,0
14:30 - 14:45,185,0
14:45 - 15:00,219,0
15:00 - 15:15,203,0
15:15 - 15:30,273,0
15:30 - 15:45,282,0
15:45 - 16:00,153,0
16:00 - 16:15,256,0
16:15 - 16:30,228,0
16:30 - 16:45,344,0
16:45 - 17:00,349,0
17:00 - 17:15,406,0
17:15 - 17:30,349,0
17:30 - 17:45,387,0
17:45 - 18:00,517,0
18:00 - 18:15,530,0
18:15 - 18:30,502,0
18:30 - 18:45,509,0
18:45 - 19:00,521,0
19:00 - 19:15,621,0
19:15 - 19:30,570,0
19:30 - 19:45,453,0
19:45 - 20:00,425,0
20:00 - 20:15,370,0
20:15 - 20:30,353,0
20:30 - 20:45,348,0
20:45 - 21:00,358,0
21:00 - 21:15,276,0
21:15 - 21:30,288,0
21:30 - 21:45,300,0
21:45 - 22:00,327,0
22:00 - 22:15,340,0
22:15 - 22:30,299,0
22:30 - 22:45,265,0
22:45 - 23:00,256,0
23:00 - 23:15,328,0
23:15 - 23:30,341,0
23:30 - 23:45,253,0
23:45 - 00:00,292,0
