Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,107
01:00 - 02:00,0,216
02:00 - 03:00,0,217
03:00 - 04:00,0,160
04:00 - 05:00,0,203
05:00 - 06:00,0,192
06:00 - 07:00,0,181
07:00 - 08:00,0,209
08:00 - 09:00,0,211
09:00 - 10:00,0,253
10:00 - 11:00,0,220
11:00 - 12:00,0,186
12:00 - 13:00,0,192
13:00 - 14:00,0,263
14:00 - 15:00,0,270
15:00 - 16:00,0,296
16:00 - 17:00,0,201
17:00 - 18:00,0,308
18:00 - 19:00,0,315
19:00 - 20:00,0,155
20:00 - 21:00,0,184
21:00 - 22:00,0,255
22:00 - 23:00,0,199
23:00 - 00:00,0,163
