Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,186,0
01:00 - 02:00,355,0
02:00 - 03:00,425,0
03:00 - 04:00,454,0
04:00 - 05:00,468,0
05:00 - 06:00,432,0
06:00 - 07:00,467,0
07:00 - 08:00,396,0
08:00 - 09:00,394,0
09:00 - 10:00,517,0
10:00 - 11:00,522,0
11:00 - 12:00,506,0
12:00 - 13:00,619,0
13:00 - 14:00,596,0
14:00 - 15:00,605,0
15:00 - 16:00,650,0
16:00 - 17:00,604,0
17:00 - 18:00,527,0
18:00 - 19:00,369,0
19:00 - 20:00,245,0
20:00 - 21:00,211,0
21:00 - 22:00,213,0
22:00 - 23:00,215,0
23:00 - 00:00,236,0
