Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,96,0
01:00 - 02:00,52,0
02:00 - 03:00,111,0
03:00 - 04:00,125,0
04:00 - 05:00,86,0
05:00 - 06:00,83,0
06:00 - 07:00,134,0
07:00 - 08:00,113,0
08:00 - 09:00,76,0
09:00 - 10:00,90,0
10:00 - 11:00,150,0
11:00 - 12:00,206,0
12:00 - 13:00,252,0
13:00 - 14:00,259,0
14:00 - 15:00,311,0
15:00 - 16:00,293,0
16:00 - 17:00,275,0
17:00 - 18:00,303,0
18:00 - 19:00,403,0
19:00 - 20:00,261,0
20:00 - 21:00,69,0
21:00 - 22:00,0,0
22:00 - 23:00,90,0
23:00 - 00:00,61,0
