Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,257,0
01:00 - 02:00,336,0
02:00 - 03:00,408,0
03:00 - 04:00,432,0
04:00 - 05:00,435,0
05:00 - 06:00,394,0
06:00 - 07:00,443,0
07:00 - 08:00,579,0
08:00 - 09:00,458,0
09:00 - 10:00,587,0
10:00 - 11:00,589,0
11:00 - 12:00,797,0
12:00 - 13:00,858,0
13:00 - 14:00,888,0
14:00 - 15:00,892,0
15:00 - 16:00,926,0
16:00 - 17:00,948,0
17:00 - 18:00,896,0
18:00 - 19:00,888,0
19:00 - 20:00,907,0
20:00 - 21:00,873,0
21:00 - 22:00,899,0
22:00 - 23:00,884,0
23:00 - 00:00,763,0
