Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,1,0
00:15 - 00:30,7,0
00:30 - 00:45,13,0
00:45 - 01:00,12,0
01:00 - 01:15,0,8
01:15 - 01:30,0,13
01:30 - 01:45,0,13
01:45 - 02:00,0,11
02:00 - 02:15,0,23
02:15 - 02:30,0,25
02:30 - 02:45,0,22
02:45 - 03:00,0,16
03:00 - 03:15,0,20
03:15 - 03:30,0,27
03:30 - 03:45,0,25
03:45 - 04:00,0,26
04:00 - 04:15,0,33
04:15 - 04:30,0,36
04:30 - 04:45,0,34
04:45 - 05:00,0,36
05:00 - 05:15,0,37
05:15 - 05:30,0,40
05:30 - 05:45,0,44
05:45 - 06:00,0,41
06:00 - 06:15,0,31
06:15 - 06:30,0,40
06:30 - 06:45,0,45
06:45 - 07:00,0,42
07:00 - 07:15,0,42
07:15 - 07:30,0,33
07:30 - 07:45,0,30
07:45 - 08:00,0,25
08:00 - 08:15,0,12
08:15 - 08:30,0,26
08:30 - 08:45,0,30
08:45 - 09:00,0,30
09:00 - 09:15,0,54
09:15 - 09:30,0,47
09:30 - 09:45,0,37
09:45 - 10:00,0,39
10:00 - 10:15,0,47
10:15 - 10:30,0,41
10:30 - 10:45,0,32
10:45 - 11:00,0,29
11:00 - 11:15,0,51
11:15 - 11:30,0,65
11:30 - 11:45,0,59
11:45 - 12:00,0,55
12:00 - 12:15,0,55
12:15 - 12:30,0,44
12:30 - 12:45,0,47
12:45 - 13:00,0,44
13:00 - 13:15,0,42
13:15 - 13:30,0,43
13:30 - 13:45,0,44
13:45 - 14:00,0,44
14:00 - 14:15,0,44
14:15 - 14:30,0,41
14:30 - 14:45,0,48
14:45 - 15:00,0,53
15:00 - 15:15,0,58
15:15 - 15:30,0,63
15:30 - 15:45,0,64
15:45 - 16:00,0,64
16:00 - 16:15,0,67
16:15 - 16:30,0,63
16:30 - 16:45,0,67
16:45 - 17:00,0,66
17:00 - 17:15,0,53
17:15 - 17:30,0,61
17:30 - 17:45,0,60
17:45 - 18:00,0,68
18:00 - 18:15,0,60
18:15 - 18:30,0,61
18:30 - 18:45,0,55
18:45 - 19:00,0,63
19:00 - 19:15,0,46
19:15 - 19:30,0,33
19:30 - 19:45,0,32
19:45 - 20:00,0,34
20:00 - 20:15,0,42
20:15 - 20:30,0,45
20:30 - 20:45,0,42
20:45 - 21:00,0,37
21:00 - 21:15,0,41
21:15 - 21:30,0,50
21:30 - 21:45,0,45
21:45 - 22:00,0,45
22:00 - 22:15,0,44
22:15 - 22:30,0,36
22:30 - 22:45,0,35
22:45 - 23:00,0,32
23:00 - 23:15,0,24
23:15 - 23:30,0,29
23:30 - 23:45,0,39
23:45 - 00:00,0,32
