Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,139
01:00 - 02:00,0,184
02:00 - 03:00,0,236
03:00 - 04:00,0,317
04:00 - 05:00,0,444
05:00 - 06:00,0,468
06:00 - 07:00,0,510
07:00 - 08:00,0,291
08:00 - 09:00,0,41
09:00 - 10:00,57,0
10:00 - 11:00,19,0
11:00 - 12:00,0,96
12:00 - 13:00,39,0
13:00 - 14:00,49,0
14:00 - 15:00,0,42
15:00 - 16:00,0,129
16:00 - 17:00,0,181
17:00 - 18:00,0,122
18:00 - 19:00,100,0
19:00 - 20:00,194,0
20:00 - 21:00,131,0
21:00 - 22:00,37,0
22:00 - 23:00,161,0
23:00 - 00:00,15,0
