Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,185,0
01:00 - 02:00,154,0
02:00 - 03:00,93,0
03:00 - 04:00,66,0
04:00 - 05:00,107,0
05:00 - 06:00,103,0
06:00 - 07:00,139,0
07:00 - 08:00,0,44
08:00 - 09:00,0,153
09:00 - 10:00,151,0
10:00 - 11:00,182,0
11:00 - 12:00,265,0
12:00 - 13:00,216,0
13:00 - 14:00,323,0
14:00 - 15:00,370,0
15:00 - 16:00,429,0
16:00 - 17:00,425,0
17:00 - 18:00,453,0
18:00 - 19:00,292,0
19:00 - 20:00,167,0
20:00 - 21:00,76,0
21:00 - 22:00,85,0
22:00 - 23:00,34,0
23:00 - 00:00,60,0
