Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,463,0
01:00 - 02:00,440,0
02:00 - 03:00,420,0
03:00 - 04:00,395,0
04:00 - 05:00,373,0
05:00 - 06:00,348,0
06:00 - 07:00,396,0
07:00 - 08:00,147,0
08:00 - 09:00,0,40
09:00 - 10:00,0,30
10:00 - 11:00,0,89
11:00 - 12:00,0,32
12:00 - 13:00,0,75
13:00 - 14:00,135,0
14:00 - 15:00,311,0
15:00 - 16:00,459,0
16:00 - 17:00,534,0
17:00 - 18:00,697,0
18:00 - 19:00,577,0
19:00 - 20:00,512,0
20:00 - 21:00,418,0
21:00 - 22:00,410,0
22:00 - 23:00,331,0
23:00 - 00:00,361,0
