Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,92,0
01:00 - 02:00,179,0
02:00 - 03:00,197,0
03:00 - 04:00,133,0
04:00 - 05:00,111,0
05:00 - 06:00,138,0
06:00 - 07:00,215,0
07:00 - 08:00,12,0
08:00 - 09:00,0,16
09:00 - 10:00,75,0
10:00 - 11:00,235,0
11:00 - 12:00,262,0
12:00 - 13:00,283,0
13:00 - 14:00,320,0
14:00 - 15:00,369,0
15:00 - 16:00,296,0
16:00 - 17:00,224,0
17:00 - 18:00,448,0
18:00 - 19:00,525,0
19:00 - 20:00,467,0
20:00 - 21:00,452,0
21:00 - 22:00,365,0
22:00 - 23:00,190,0
23:00 - 00:00,12,0
