Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,0.0,175.0
01:00 - 02:00,0.0,184.0
02:00 - 03:00,0.0,237.0
03:00 - 04:00,0.0,272.0
04:00 - 05:00,0.0,289.0
05:00 - 06:00,0.0,291.0
06:00 - 07:00,0.0,287.0
07:00 - 08:00,0.0,288.0
08:00 - 09:00,0.0,392.0
09:00 - 10:00,0.0,475.0
10:00 - 11:00,0.0,550.0
11:00 - 12:00,0.0,478.0
12:00 - 13:00,0.0,533.0
13:00 - 14:00,0.0,416.0
14:00 - 15:00,0.0,323.0
15:00 - 16:00,0.0,224.0
16:00 - 17:00,0.0,223.0
17:00 - 18:00,3.0,0.0
18:00 - 19:00,105.0,0.0
19:00 - 20:00,147.0,0.0
20:00 - 21:00,,
21:00 - 22:00,214.0,0.0
22:00 - 23:00,281.0,0.0
23:00 - 00:00,0.0,1.0
