Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,0,171
01:00 - 02:00,0,136
02:00 - 03:00,0,187
03:00 - 04:00,0,251
04:00 - 05:00,0,204
05:00 - 06:00,0,176
06:00 - 07:00,0,107
07:00 - 08:00,0,71
08:00 - 09:00,0,20
09:00 - 10:00,0,63
10:00 - 11:00,0,92
11:00 - 12:00,0,62
12:00 - 13:00,16,0
13:00 - 14:00,0,25
14:00 - 15:00,0,46
15:00 - 16:00,0,23
16:00 - 17:00,11,0
17:00 - 18:00,131,0
18:00 - 19:00,261,0
19:00 - 20:00,216,0
20:00 - 21:00,476,0
21:00 - 22:00,334,0
22:00 - 23:00,124,0
23:00 - 00:00,0,65
