Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,265,0
01:00 - 02:00,97,0
02:00 - 03:00,64,0
03:00 - 04:00,76,0
04:00 - 05:00,24,0
05:00 - 06:00,41,0
06:00 - 07:00,16,0
07:00 - 08:00,151,0
08:00 - 09:00,194,0
09:00 - 10:00,91,0
10:00 - 11:00,83,0
11:00 - 12:00,0,6
12:00 - 13:00,2,0
13:00 - 14:00,0,47
14:00 - 15:00,16,0
15:00 - 16:00,27,0
16:00 - 17:00,46,0
17:00 - 18:00,33,0
18:00 - 19:00,119,0
19:00 - 20:00,113,0
20:00 - 21:00,150,0
21:00 - 22:00,172,0
22:00 - 23:00,261,0
23:00 - 00:00,274,0
