Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,0,140
01:00 - 02:00,6,0
02:00 - 03:00,145,0
03:00 - 04:00,104,0
04:00 - 05:00,142,0
05:00 - 06:00,198,0
06:00 - 07:00,293,0
07:00 - 08:00,261,0
08:00 - 09:00,120,0
09:00 - 10:00,0,101
10:00 - 11:00,0,261
11:00 - 12:00,0,297
12:00 - 13:00,0,299
13:00 - 14:00,0,248
14:00 - 15:00,0,242
15:00 - 16:00,0,238
16:00 - 17:00,0,43
17:00 - 18:00,160,0
18:00 - 19:00,349,0
19:00 - 20:00,431,0
20:00 - 21:00,469,0
21:00 - 22:00,482,0
22:00 - 23:00,504,0
23:00 - 00:00,152,0
