Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,256
01:00 - 02:00,0,307
02:00 - 03:00,0,307
03:00 - 04:00,0,311
04:00 - 05:00,0,324
05:00 - 06:00,0,324
06:00 - 07:00,0,415
07:00 - 08:00,0,261
08:00 - 09:00,0,223
09:00 - 10:00,0,282
10:00 - 11:00,0,323
11:00 - 12:00,0,338
12:00 - 13:00,0,353
13:00 - 14:00,0,424
14:00 - 15:00,0,417
15:00 - 16:00,0,461
16:00 - 17:00,0,403
17:00 - 18:00,0,305
18:00 - 19:00,0,271
19:00 - 20:00,0,317
20:00 - 21:00,0,336
21:00 - 22:00,0,315
22:00 - 23:00,0,311
23:00 - 00:00,0,282
