Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,158,0
01:00 - 02:00,298,0
02:00 - 03:00,288,0
03:00 - 04:00,323,0
04:00 - 05:00,391,0
05:00 - 06:00,400,0
06:00 - 07:00,456,0
07:00 - 08:00,583,0
08:00 - 09:00,568,0
09:00 - 10:00,674,0
10:00 - 11:00,720,0
11:00 - 12:00,741,0
12:00 - 13:00,771,0
13:00 - 14:00,815,0
14:00 - 15:00,871,0
15:00 - 16:00,884,0
16:00 - 17:00,804,0
17:00 - 18:00,763,0
18:00 - 19:00,672,0
19:00 - 20:00,450,0
20:00 - 21:00,491,0
21:00 - 22:00,457,0
22:00 - 23:00,321,0
23:00 - 00:00,314,0
