Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,200,0
01:00 - 02:00,243,0
02:00 - 03:00,305,0
03:00 - 04:00,306,0
04:00 - 05:00,287,0
05:00 - 06:00,307,0
06:00 - 07:00,433,0
07:00 - 08:00,207,0
08:00 - 09:00,16,0
09:00 - 10:00,139,0
10:00 - 11:00,141,0
11:00 - 12:00,310,0
12:00 - 13:00,402,0
13:00 - 14:00,149,0
14:00 - 15:00,161,0
15:00 - 16:00,266,0
16:00 - 17:00,502,0
17:00 - 18:00,686,0
18:00 - 19:00,748,0
19:00 - 20:00,686,0
20:00 - 21:00,467,0
21:00 - 22:00,533,0
22:00 - 23:00,548,0
23:00 - 00:00,515,0
